smiles,affinity_nM,pAff,affinity_type,uniprot_id,target_name,organism,ligand_name,ligand_id,pmid,scaffold
COC(=O)c1cnnn1C[C@@]1(C)[C@@H](C2C(CC2=O)S1(=O)=O)C([O-])=O,300.0,6.522878745280337,IC50,P62593,Beta-lactamase TEM,,"CHEMBL286323::Sodium; 3-(5-methoxycarbonyl-[1,2,3]triazol-1-ylmethyl)-3-methyl-2,2,6-trioxo-2lambda*6*-thia-bicyclo[3.2.0]heptane-4-carboxylate",50021960,3039137.0,O=C1CC2C1CC(Cn1ccnn1)S2(=O)=O
COC(=O)\C=C1/[C@@H]2N([C@@H](C([O-])=O)C(C)(C)S2(=O)=O)C1=O,308.0,6.511449283499556,IC50,P62593,Beta-lactamase TEM,,"CHEMBL290112::Sodium; (2S,5R)-6-[1-methoxycarbonyl-meth-(Z)-ylidene]-3,3-dimethyl-4,4,7-trioxo-4lambda*6*-thia-1-aza-bicyclo[3.2.0]heptane-2-carboxylate",50284784,,C=C1C(=O)N2CCS(=O)(=O)C12
CC1=C[C@@H]2CN([C@@H]1C(=O)NCc1ncco1)C(=O)N2O[C@@H](F)C(O)=O,310.0,6.508638306165728,IC50,P62593,Beta-lactamase TEM,,"(2S)-2-fluoro-2-[[(2S,5R)-3-methyl-2-(oxazol-2-ylmethylcarbamoyl)-7-oxo-1,6-diazabicyclo[3.2.1]oct-3-en-6-yl]oxy]lacetic acid lithium salt::US10800778, Example 68",466984,,O=C(NCc1ncco1)C1C=CC2CN1C(=O)N2
CCOC(=O)c1cnnn1C[C@@]1(C)[C@@H](C2C(CC2=O)S1(=O)=O)C([O-])=O,340.0,6.468521082957745,IC50,P62593,Beta-lactamase TEM,,"CHEMBL35418::Sodium; 3-(5-ethoxycarbonyl-[1,2,3]triazol-1-ylmethyl)-3-methyl-2,2,6-trioxo-2lambda*6*-thia-bicyclo[3.2.0]heptane-4-carboxylate",50021965,3039137.0,O=C1CC2C1CC(Cn1ccnn1)S2(=O)=O
C[C@]1(\C=C\C#N)[C@@H](N2[C@@H](CC2=O)S1(=O)=O)C([O-])=O,555.0,6.447415286000334,IC50,P62593,Beta-lactamase TEM,,"CHEMBL6461::Ro-48-1220::Sodium; (2S,3R,5R)-3-((Z)-2-cyano-vinyl)-3-methyl-4,4,7-trioxo-4lambda*6*-thia-1-aza-bicyclo[3.2.0]heptane-2-carboxylate::Sodium; (2S,3S,5R)-3-((Z)-2-cyano-vinyl)-3-methyl-4,4,7-trioxo-4lambda*6*-thia-1-aza-bicyclo[3.2.0]heptane-2-carboxylate",50076680,10230627.0;8809160.0,O=C1CC2N1CCS2(=O)=O
CC(=O)OCC1=C(N2[C@@H](\C(=C/C([O-])=O)C2=O)S(=O)(=O)C1)C([O-])=O,400.0,6.3979400086720375,IC50,P62593,Beta-lactamase TEM,,"(6R,7Z)-3-[(acetyloxy)methyl]-7-(2-oxido-2-oxoethylidene)-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate 5,5-dioxide; sodium salt::CHEMBL290165",50284792,,C=C1C(=O)N2C=CCS(=O)(=O)C12
CC1=C[C@@H]2CN([C@@H]1C(N)=O)C(=O)N2OCC(O)=O,430.0,6.366531544420414,IC50,P62593,Beta-lactamase TEM,,"US10800778, Example 10::{[(2S,5R)-2-carbamoyl-3-methyl-7-oxo-1,6-diazabicyclo[3.2.1]oct-3-en-6-yl]oxy}acetic acid lithium salt",466968,,O=C1NC2C=CCN1C2
OB(O)c1cc2cc(CNC=O)ccc2s1,450.0,6.346787486224656,Ki,P62593,Beta-lactamase TEM,,5-formylaminomethylbenzo[b]thiophen-2-ylboronic acid::CHEMBL235291,50225384,17956081.0,c1ccc2sccc2c1
C[C@]1(Cn2cc(nn2)[Si](C)(C)C)[C@@H](C2C(CC2=O)S1(=O)=O)C([O-])=O,510.0,6.292429823902063,IC50,P62593,Beta-lactamase TEM,,"CHEMBL284828::Sodium; 3-methyl-2,2,6-trioxo-3-(4-trimethylsilanyl-[1,2,3]triazol-1-ylmethyl)-2lambda*6*-thia-bicyclo[3.2.0]heptane-4-carboxylate",50021964,3039137.0,O=C1CC2C1CC(Cn1ccnn1)S2(=O)=O
C[C@]1(Cn2cc(nn2)C([O-])=O)[C@@H](C2C(CC2=O)S1(=O)=O)C([O-])=O,600.0,6.221848749616356,IC50,P62593,Beta-lactamase TEM,,"CHEMBL286829::dipotassium 1-{[(3R,4S)-4-carboxylato-3-methyl-2,2-dioxido-6-oxo-2-thiabicyclo[3.2.0]hept-3-yl]methyl}-1H-1,2,3-triazole-4-carboxylate",50021961,3039137.0,O=C1CC2C1CC(Cn1ccnn1)S2(=O)=O
CC1(C)[C@@H](N2[C@@H]([C@H](Cc3cn(nn3)-c3ccc(N)cc3)C2=O)S1(=O)=O)C(O)=O,600.0,6.221848749616356,IC50,P62593,Beta-lactamase TEM,,"(2S,5R,6R)-6-[1-(4-Amino-phenyl)-1H-[1,2,3]triazol-4-ylmethyl]-3,3-dimethyl-4,4,7-trioxo-4lambda*6*-thia-1-aza-bicyclo[3.2.0]heptane-2-carboxylic acid::CHEMBL267863",50099184,11327608.0,O=C1C(Cc2cn(-c3ccccc3)nn2)C2N1CCS2(=O)=O
OB(O)c1cc2cc(COCc3ccccc3)ccc2s1,600.0,6.221848749616356,Ki,P62593,Beta-lactamase TEM,,CHEMBL237181::pinacol 5-benzyloxymethylbenzo[b]thiophen-2-ylboronate,50225391,17956081.0,c1ccc(COCc2ccc3sccc3c2)cc1
COC(=O)C1N2[C@@H](CC2=O)O\C1=C(/C\C=C\c1ccccc1)C=O,639.4,6.194227368064331,IC50,P62593,Beta-lactamase TEM,,"US9120808, Example 13",60600,,O=C1CC2OC(=CCC=Cc3ccccc3)CN12
CC1=C[C@@H]2CN([C@@H]1C(=O)NC1COC1)C(=O)N2O[C@@H](F)C(O)=O,660.0,6.180456064458132,IC50,P62593,Beta-lactamase TEM,,"(2S)-2-fluoro-2-[[(2S,5R)-3-methyl-2-(oxetan-3-ylcarbamoyl)-7-oxo-1,6-diazabicyclo[3.2.1]oct-3-en-6-yl]oxy]acetic acid lithium salt::US10800778, Example 66",466982,,O=C(NC1COC1)C1C=CC2CN1C(=O)N2
C[C@]1(Cn2ccnn2)[C@@H](C2C(CC2=O)S1(=O)=O)C([O-])=O,690.0,6.161150909262744,IC50,P62593,Beta-lactamase TEM,,"CHEMBL285387::Sodium; 3-methyl-2,2,6-trioxo-3-[1,2,3]triazol-1-ylmethyl-2lambda*6*-thia-bicyclo[3.2.0]heptane-4-carboxylate",50021956,3039137.0,O=C1CC2C1CC(Cn1ccnn1)S2(=O)=O
C[C@]1(Cn2cc(N)nn2)[C@@H](C2C(CC2=O)S1(=O)=O)C(O)=O,700.0,6.154901959985743,IC50,P62593,Beta-lactamase TEM,,"3-(4-Amino-[1,2,3]triazol-1-ylmethyl)-3-methyl-2,2,6-trioxo-2lambda*6*-thia-bicyclo[3.2.0]heptane-4-carboxylic acid::CHEMBL35480",50021955,3039137.0,O=C1CC2C1CC(Cn1ccnn1)S2(=O)=O
CC1(C)[C@@H](N2[C@@H]([C@H](Cc3cn(nn3)-c3ccc(O)cc3)C2=O)S1(=O)=O)C(O)=O,700.0,6.154901959985743,IC50,P62593,Beta-lactamase TEM,,"(2S,5R,6R)-6-[1-(4-Hydroxy-phenyl)-1H-[1,2,3]triazol-4-ylmethyl]-3,3-dimethyl-4,4,7-trioxo-4lambda*6*-thia-1-aza-bicyclo[3.2.0]heptane-2-carboxylic acid::CHEMBL6281",50099190,11327608.0,O=C1C(Cc2cn(-c3ccccc3)nn2)C2N1CCS2(=O)=O
[O-]C(=O)C1=CS[C@H]2N1C(=O)\C2=C/c1cn2CCSCc2n1,730.0,6.136677139879544,IC50,P62593,Beta-lactamase TEM,,"(5R),(6E)-6-(5,6-dihydro-8H-imidazo[2,1-c][1,4]thiazin-2-ylmethylene)-7-oxo-4-thia-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid sodium salt::CHEMBL211889",50191384,16854068.0,O=C1C(=Cc2cn3c(n2)CSCC3)C2SC=CN12
CN(C)c1ccc(cc1)C1OB(O)c2ccccc12,730.0,6.136677139879544,IC50,P62593,Beta-lactamase TEM,,CHEMBL4875926,50569215,33744439.0,B1OC(c2ccccc2)c2ccccc21
CC1=C[C@@H]2CN([C@@H]1C(=O)NCC[C@@H]1CCC(=O)N1)C(=O)N2O[C@@H](F)C(O)=O,730.0,6.136677139879544,IC50,P62593,Beta-lactamase TEM,,"(2S)-2-fluoro-2-[[(2S,5R)-3-methyl-7-oxo-2-[2-(5-oxopyrrolidin-2-yl)ethylcarbamoyl]-1,6-diazabicyclo[3.2.1]oct-3-en-6-yl]oxy]acetic acid lithium salt::US10800778, Example 73",466989,,O=C1CCC(CCNC(=O)C2C=CC3CN2C(=O)N3)N1
COC(=O)C1(C\C=C\c2ccccc2)N2[C@@H](CC2=O)OC1=CC(O)=O,984.55,6.098111918049697,IC50,P62593,Beta-lactamase TEM,,"US9120808, Example 35::US9120808, Example 36",178153,,C=C1OC2CC(=O)N2C1CC=Cc1ccccc1
CC(=O)OCC1=C(N2[C@@H](\C(=C/c3ccccn3)C2=O)S(=O)(=O)C1)C([O-])=O,800.0,6.096910013008056,IC50,P62593,Beta-lactamase TEM,,"CHEMBL268632::Sodium; (R)-3-acetoxymethyl-5,5,8-trioxo-7-[1-pyridin-2-yl-meth-(Z)-ylidene]-5lambda*6*-thia-1-aza-bicyclo[4.2.0]oct-2-ene-2-carboxylate",50033701,7699694.0,O=C1C(=Cc2ccccn2)C2N1C=CCS2(=O)=O
CC(=O)OCC1=C(N2[C@@H](C(=C)C2=O)S(=O)(=O)C1)C([O-])=O,800.0,6.096910013008056,IC50,P62593,Beta-lactamase TEM,,"CHEMBL37794::Sodium; (R)-3-acetoxymethyl-7-methylene-5,5,8-trioxo-5lambda*6*-thia-1-aza-bicyclo[4.2.0]oct-2-ene-2-carboxylate",50284783,,C=C1C(=O)N2C=CCS(=O)(=O)C12
OB(O)c1cc2cc(CNc3ccc(cc3)N3CCOCC3)ccc2s1,800.0,6.096910013008056,Ki,P62593,Beta-lactamase TEM,,CHEMBL391537::pinacol 5-[(4-morpholin-4-yl-phenylamino)methyl]benzo[b]-thiophen-2-ylboronate,50225385,17956081.0,c1cc2cc(CNc3ccc(N4CCOCC4)cc3)ccc2s1
CC(C)(C)C(=O)OCOC(=O)C1(CC=Cc2ccccc2)N2[C@@H](CC2=O)OC1=CC=O,870.6,6.06018133717862,IC50,P62593,Beta-lactamase TEM,,"US9120808, Example 19",178199,,C=C1OC2CC(=O)N2C1CC=Cc1ccccc1
CC1=C[C@@H]2CN([C@@H]1CNC(=O)OC(C)(C)C)C(=O)N2O[C@@H](F)C(O)=O,940.0,6.026872146400302,IC50,P62593,Beta-lactamase TEM,,"(2S)-2-[[(2S,5R)-2-[tert-butoxycarbonylamino)methyl]-3-methyl-7-oxo-1,6-diazabicyclo[3.2.1]oct-3-en-6-yl]oxy]-2-fluoro-acetic acid lithium salt::US10800778, Example 76",466992,,O=C1NC2C=CCN1C2
C=CCC1(N2[C@@H](CC2=O)OC1=CC=O)C(=O)OCc1ccccc1,945.4,6.024384402033105,IC50,P62593,Beta-lactamase TEM,,"US9120808, Example 2",178183,,C=C1OC2CC(=O)N2C1C(=O)OCc1ccccc1
OCCN(CCO)Cc1ccc2sc(cc2c1)B(O)O,1000.0,6.0,Ki,P62593,Beta-lactamase TEM,,CHEMBL235097::pinacol 5-{[bis(2-hydroxyethyl)amino]methyl}benzo[b]thiophen-2-ylboronate,50225372,17956081.0,c1ccc2sccc2c1
CC1(C)[C@@H](N2[C@@H]([C@H](Cc3cn(nn3)-c3ccccc3)C2=O)S1(=O)=O)C(O)=O,1000.0,6.0,IC50,P62593,Beta-lactamase TEM,,"(2S,5R,6R)-3,3-Dimethyl-4,4,7-trioxo-6-(1-phenyl-1H-[1,2,3]triazol-4-ylmethyl)-4lambda*6*-thia-1-aza-bicyclo[3.2.0]heptane-2-carboxylic acid::CHEMBL6220",50099192,11327608.0,O=C1C(Cc2cn(-c3ccccc3)nn2)C2N1CCS2(=O)=O
CN(C)c1ccc(cc1)C1OB(O)c2cc3OCOc3cc12,1150.0,5.939302159646388,IC50,P62593,Beta-lactamase TEM,,CHEMBL4879305,50569224,33744439.0,B1OC(c2ccccc2)c2cc3c(cc21)OCO3
CC1(C)[C@@H](N2[C@@H](CC2=O)S1(=O)=O)C(O)=O,1400.0,5.853871964321762,IC50,P62593,Beta-lactamase TEM,,"(2S,5R)-3,3-Dimethyl-4,4,7-trioxo-4lambda*6*-thia-1-aza-bicyclo[3.2.0]heptane-2-carboxylic acid::(S)-3,3-Dimethyl-7-(R)-oxo-4,4-dioxo-4lambda*6*-thia-1-aza-bicyclo[3.2.0]heptane-2-carboxylic acid::3,3-Dimethyl-4,4,7-trioxo-4lambda*6*-thia-1-aza-bicyclo[3.2.0]heptane-2-carboxylic acid::3,3-Dimethyl-4,4,7-trioxo-4lambda*6*-thia-1-aza-bicyclo[3.2.0]heptane-2-carboxylic acid (Sulbactam)::CHEMBL403::CP-45,899::SULBACTAM::UNASYN::US9120808, Sulbactam sodium salt",50021954,10230626.0;10230627.0;11327608.0;17353248.0;3039137.0;3257523.0,O=C1CC2N1CCS2(=O)=O
CN(C)c1ccc(cc1)C1OB(O)c2ccc(Cl)cc12,1540.0,5.812479279163537,IC50,P62593,Beta-lactamase TEM,,CHEMBL4855048,50569220,33744439.0,B1OC(c2ccccc2)c2ccccc21
COc1ccc2B(O)OC(c2c1)c1ccc(cc1)N(C)C,1540.0,5.812479279163537,IC50,P62593,Beta-lactamase TEM,,CHEMBL4866950,50569222,33744439.0,B1OC(c2ccccc2)c2ccccc21
CC1(C)[C@@H](N2[C@@H]([C@H](Cc3cn(nn3)-c3ccc(F)cc3)C2=O)S1(=O)=O)C(O)=O,1600.0,5.795880017344075,IC50,P62593,Beta-lactamase TEM,,"(2S,5R,6R)-6-[1-(4-Fluoro-phenyl)-1H-[1,2,3]triazol-4-ylmethyl]-3,3-dimethyl-4,4,7-trioxo-4lambda*6*-thia-1-aza-bicyclo[3.2.0]heptane-2-carboxylic acid::CHEMBL6292",50099193,11327608.0,O=C1C(Cc2cn(-c3ccccc3)nn2)C2N1CCS2(=O)=O
C[C@]1(Cn2nncc2C([O-])=O)[C@@H](C2C(CC2=O)S1(=O)=O)C([O-])=O,1700.0,5.769551078621726,IC50,P62593,Beta-lactamase TEM,,"CHEMBL288566::dipotassium 1-{[(3R,4S)-4-carboxylato-3-methyl-2,2-dioxido-6-oxo-2-thiabicyclo[3.2.0]hept-3-yl]methyl}-1H-1,2,3-triazole-5-carboxylate",50021962,3039137.0,O=C1CC2C1CC(Cn1ccnn1)S2(=O)=O
OB(O)c1cc2cc(CN3CCNCC3)ccc2s1,2000.0,5.698970004336019,Ki,P62593,Beta-lactamase TEM,,CHEMBL398112::pinacol 5-piperazin-1-ylmethylbenzo[b]thiophen-2-ylboronate,50225382,17956081.0,c1cc2cc(CN3CCNCC3)ccc2s1
C[C@H](CS)C(=O)N[C@H](B(O)O)c1ccc2ccccc2c1,2030.0,5.692503962086787,Ki,P62593,Beta-lactamase TEM,,CHEMBL4450911,50518879,31269398.0,c1ccc2ccccc2c1
OCC=CCC1(N2[C@@H](CC2=O)OC1=CC=O)C(=O)OCc1ccccc1,3234.85,5.665391760475726,IC50,P62593,Beta-lactamase TEM,,"US9120808, Example 8::US9120808, Example 9",178189,,C=C1OC2CC(=O)N2C1C(=O)OCc1ccccc1
C[C@H](CS)C(=O)N[C@H](B(O)O)c1ccc(C)cc1,2410.0,5.617982957425132,Ki,P62593,Beta-lactamase TEM,,CHEMBL4458011,50518902,31269398.0,c1ccccc1
OB(O)c1cccc(NS(=O)(=O)c2cccc(NS(=O)(=O)c3ccc(cc3)C(O)=O)c2)c1,2500.0,5.6020599913279625,Ki,P62593,Beta-lactamase TEM,,"Amide and sulfonamide derivatives, 41",39856,11410378.0,O=S(=O)(Nc1cccc(S(=O)(=O)Nc2ccccc2)c1)c1ccccc1
OB(O)C1=CCCS1,2500.0,5.6020599913279625,Ki,P62593,Beta-lactamase TEM,,CHEMBL236759::thiophene-2-ylboronic acid,50225388,17956081.0,C1=CSCC1
COC(=O)\C=C\CC1[C@H]2N([C@@H](C(O)=O)C(C)(C)S2(=O)=O)C1=O,2800.0,5.552841968657781,IC50,P62593,Beta-lactamase TEM,,"(2S,5S)-6-((E)-3-Methoxycarbonyl-allyl)-3,3-dimethyl-4,4,7-trioxo-4lambda*6*-thia-1-aza-bicyclo[3.2.0]heptane-2-carboxylic acid::CHEMBL6221",50099186,11327608.0,O=C1CC2N1CCS2(=O)=O
[O-]C(=O)c1ccccc1C(=C1C=C(I)C(=O)C(I)=C1)c1cc(I)c([O-])c(I)c1,3000.0,5.522878745280337,IC50,P62593,Beta-lactamase TEM,,"2-[(3,5-diiodo-4-oxidophenyl)(3,5-diiodo-4-oxocyclohexa-2,5-dien-1-ylidene)methyl]benzoate::2-[3,5-diiodo-4-olatophenyl(3,5-diiodo-4-oxo-2,5-cyclohexadienyliden)methyl]benzoate",50111589,13678405.0,O=C1C=CC(=C(c2ccccc2)c2ccccc2)C=C1
CNc1ccc(cc1)C1OB(O)c2ccccc12,3200.0,5.494850021680094,IC50,P62593,Beta-lactamase TEM,,CHEMBL4875825,50569216,33744439.0,B1OC(c2ccccc2)c2ccccc21
COc1ccc(C[C@H](NC(=O)[C@H](C)CS)B(O)O)cc1,3360.0,5.473660722610156,Ki,P62593,Beta-lactamase TEM,,CHEMBL4464588,50518878,31269398.0,c1ccccc1
Oc1c(I)cc(cc1I)C1(OC(=O)c2ccccc12)c1cc(I)c(O)c(I)c1,3400.0,5.468521082957745,IC50,P62593,Beta-lactamase TEM,,IODOPHTHALEIN,50530710,31589047.0,O=C1OC(c2ccccc2)(c2ccccc2)c2ccccc21
CC(=O)NC[C@H]1N2C[C@@H](C=C1C)N(O[C@@H](F)C(O)=O)C2=O,3600.0,5.443697499232713,IC50,P62593,Beta-lactamase TEM,,"(2S)-2-[[(2S,5R)-2- (acetamidomethyl)-3-methyl-7- oxo-1,6-diazabicyclo[3.2.1]oct-3- en-6-yl]oxy]-2-fluoro-acetic acid lithium salt::US10800778, Example 78",466994,,O=C1NC2C=CCN1C2
O=CC=C1O[C@@H]2CC(=O)N2C1(CC=Cc1ccccc1)C(=O)OCc1ccccc1,3857.8,5.43089081173799,IC50,P62593,Beta-lactamase TEM,,"US9120808, Example 5::US9120808, Example 6",178186,,C=C1OC2CC(=O)N2C1(CC=Cc1ccccc1)C(=O)OCc1ccccc1
OCC(CC=C)=C1O[C@@H]2CC(=O)N2C1C(=O)OCc1ccccc1,4982.3,5.403159796631515,IC50,P62593,Beta-lactamase TEM,,"US9120808, Example 38::US9120808, Example 38a",178205,,C=C1OC2CC(=O)N2C1C(=O)OCc1ccccc1
OCC(CC=Cc1ccccc1)=C1O[C@@H]2CC(=O)N2C1C(=O)OCc1ccccc1,4124.9,5.384586575592751,IC50,P62593,Beta-lactamase TEM,,"US9120808, Example 39",178207,,O=C(OCc1ccccc1)C1C(=CCC=Cc2ccccc2)OC2CC(=O)N21
C[C@H](CS)C(=O)N[C@@H](Cc1ccc(F)cc1)B(O)O,4160.0,5.380906669373258,Ki,P62593,Beta-lactamase TEM,,CHEMBL4560468,50518889,31269398.0,c1ccccc1
CC1=C[C@@H]2CN([C@@H]1CNC(=O)C(F)(F)F)C(=O)N2O[C@@H](F)C(O)=O,4200.0,5.376750709602099,IC50,P62593,Beta-lactamase TEM,,"(2S)-2-fluoro-2-[[(2S,5R)-3-methyl-7-oxo-2-[[(2,2,2-trifluoroacetyl)-aminolmethyl]-1,6-diazabicyclo[3.2.1]oct-3-en-6-yl]oxy]acetic acid lithium salt::US10800778, Example 79",466995,,O=C1NC2C=CCN1C2
CN(C)c1ccc(cc1)C1OB(O)c2cc(Cl)ccc12,4340.0,5.36251027048749,IC50,P62593,Beta-lactamase TEM,,CHEMBL4858119,50569223,33744439.0,B1OC(c2ccccc2)c2ccccc21
ICC1CC(CO1)=C1O[C@@H]2CC(=O)N2C1C(=O)OCc1ccccc1,4392.3,5.357308004647438,IC50,P62593,Beta-lactamase TEM,,"US9120808, Example 59",178180,,O=C(OCc1ccccc1)C1C(=C2CCOC2)OC2CC(=O)N21
OC(=O)C=C1O[C@@H]2CC(=O)N2C1(C\C=C\c1ccccc1)C(=O)OCc1ccccc1,23055.25,5.3553602701791325,IC50,P62593,Beta-lactamase TEM,,"US9120808, Example 27::US9120808, Example 28",178145,,C=C1OC2CC(=O)N2C1(CC=Cc1ccccc1)C(=O)OCc1ccccc1
OB1OC(c2ccccc12)c1ccccc1,4460.0,5.350665141287858,IC50,P62593,Beta-lactamase TEM,,CHEMBL4864824,50569204,33744439.0,B1OC(c2ccccc2)c2ccccc21
OC(=O)c1ccc(cc1CS)-c1cccc(Cl)c1Cl,5500.0,5.259637310505756,IC50,P62593,Beta-lactamase TEM,,CHEMBL4083640,50247467,29271657.0,c1ccc(-c2ccccc2)cc1
CN(C)c1ccc(cc1)C1OB(O)c2ccc(F)cc12,5680.0,5.245651664288981,IC50,P62593,Beta-lactamase TEM,,CHEMBL4875141,50569221,33744439.0,B1OC(c2ccccc2)c2ccccc21
C[C@H](CS)C(=O)N[C@H](B(O)O)c1ccccc1,6370.0,5.195860567664649,Ki,P62593,Beta-lactamase TEM,,CHEMBL4468952,50518901,31269398.0,c1ccccc1
CC(=O)CC=CC1[C@H]2N([C@@H](C(O)=O)C(C)(C)S2(=O)=O)C1=O,6500.0,5.187086643357144,IC50,P62593,Beta-lactamase TEM,,"(2S,5S)-3,3-Dimethyl-4,4,7-trioxo-6-((E)-4-oxo-pent-2-enyl)-4lambda*6*-thia-1-aza-bicyclo[3.2.0]heptane-2-carboxylic acid::CHEMBL6311",50099188,11327608.0,O=C1CC2N1CCS2(=O)=O
CC(=O)OCC=CCC1(N2[C@@H](CC2=O)OC1=CC=O)C(=O)OCc1ccccc1,6602.2,5.18279802312297,IC50,P62593,Beta-lactamase TEM,,"US9120808, Example 11::US9120808, Example 12",178192,,C=C1OC2CC(=O)N2C1C(=O)OCc1ccccc1
CC1(C)[C@@H](N2[C@@H]([C@H](CS)C2=O)S1(=O)=O)C(O)=O,6800.0,5.167491087293763,IC50,P62593,Beta-lactamase TEM,,"(2S,5R,6S)-6-Mercaptomethyl-3,3-dimethyl-4,4,7-trioxo-4lambda*6*-thia-1-aza-bicyclo[3.2.0]heptane-2-carboxylic acid::CHEMBL25766",50140666,14980686.0,O=C1CC2N1CCS2(=O)=O
OB(O)[C@@H](Cc1coc2ccccc12)NC(=O)CS,6840.0,5.164943898279883,Ki,P62593,Beta-lactamase TEM,,CHEMBL4471138,50518882,31269398.0,c1ccc2occc2c1
OB1OC(c2cccs2)c2ccccc12,6970.0,5.15676722190199,IC50,P62593,Beta-lactamase TEM,,CHEMBL4878895,50569205,33744439.0,B1OC(c2cccs2)c2ccccc21
OB(O)c1cccc(NS(=O)(=O)c2cccc(c2)S(=O)(=O)Nc2cccc(c2)B(O)O)c1,7300.0,5.136677139879544,Ki,P62593,Beta-lactamase TEM,,"Amide and sulfonamide derivatives, 33",39849,11410378.0,O=S(=O)(Nc1ccccc1)c1cccc(S(=O)(=O)Nc2ccccc2)c1
CC1(C)[C@@H](N2[C@@H]([C@H](Cc3cn(CC4CCCN4)nn3)C2=O)S1(=O)=O)C(O)=O,7900.0,5.102372908709558,IC50,P62593,Beta-lactamase TEM,,"(2S,5R,6R)-3,3-Dimethyl-4,4,7-trioxo-6-(1-pyrrolidin-2-ylmethyl-1H-[1,2,3]triazol-4-ylmethyl)-4lambda*6*-thia-1-aza-bicyclo[3.2.0]heptane-2-carboxylic acid::CHEMBL6261",50099185,11327608.0,O=C1C(Cc2cn(CC3CCCN3)nn2)C2N1CCS2(=O)=O
CC(=O)OCC1=C(N2[C@@H](C(=C(Cl)Cl)C2=O)S(=O)(=O)C1)C([O-])=O,8300.0,5.080921907623926,IC50,P62593,Beta-lactamase TEM,,"CHEMBL8111::Sodium; (R)-3-acetoxymethyl-7-dichloromethylene-5,5,8-trioxo-5lambda*6*-thia-1-aza-bicyclo[4.2.0]oct-2-ene-2-carboxylate",50033689,7699694.0,C=C1C(=O)N2C=CCS(=O)(=O)C12
C=CCC(C=O)=C1O[C@@H]2CC(=O)N2C1(CC=C)C(=O)OCc1ccccc1,8386.3,5.076429605799113,IC50,P62593,Beta-lactamase TEM,,"US9120808, Example 3",178184,,C=C1OC2CC(=O)N2C1C(=O)OCc1ccccc1
CC(=O)CC=CC1[C@@H]2N([C@@H](C(O)=O)C(C)(C)S2(=O)=O)C1=O,8400.0,5.075720713938118,IC50,P62593,Beta-lactamase TEM,,"(2S,5R)-3,3-Dimethyl-4,4,7-trioxo-6-((E)-4-oxo-pent-2-enyl)-4lambda*6*-thia-1-aza-bicyclo[3.2.0]heptane-2-carboxylic acid::CHEMBL6301",50099195,11327608.0,O=C1CC2N1CCS2(=O)=O
COC(=O)\C=C\CC1[C@@H]2N([C@@H](C(O)=O)C(C)(C)S2(=O)=O)C1=O,8600.0,5.0655015487564325,IC50,P62593,Beta-lactamase TEM,,"(2S,5R)-6-((E)-3-Methoxycarbonyl-allyl)-3,3-dimethyl-4,4,7-trioxo-4lambda*6*-thia-1-aza-bicyclo[3.2.0]heptane-2-carboxylic acid::CHEMBL6309",50099189,11327608.0,O=C1CC2N1CCS2(=O)=O
COC(=O)C1(CC=Cc2ccccc2)N2[C@@H](CC2=O)OC1=CC=O,11950.15,5.038390259073163,IC50,P62593,Beta-lactamase TEM,,"US9120808, Example 14::US9120808, Example 15",178194,,C=C1OC2CC(=O)N2C1CC=Cc1ccccc1
Cc1ccc(cc1N1CCC1=O)C(O)=O,10000.0,5.0,Ki,P62593,Beta-lactamase TEM,,4-Methyl-3-(2-oxo-azetidin-1-yl)-benzoic acid::CHEMBL124880,50022785,3257523.0,O=C1CCN1c1ccccc1
C[C@@H](O)[C@@H]1[C@@H]2N(C1=O)C(C([O-])=O)=C(C(C)(C)C)S2(=O)=O,10000.0,5.0,IC50,P62593,Beta-lactamase TEM,,"CHEMBL67925::Potassium; (5R,6S)-3-tert-butyl-6-((R)-1-hydroxy-ethyl)-4,4,7-trioxo-4lambda*6*-thia-1-aza-bicyclo[3.2.0]hept-2-ene-2-carboxylate",50290040,,O=C1CC2N1C=CS2(=O)=O
C[C@H](CS)C(=O)N[C@@H](Cc1coc2ccccc12)B(O)O,10770.0,4.9677842967020185,Ki,P62593,Beta-lactamase TEM,,CHEMBL4439726,50518890,31269398.0,c1ccc2occc2c1
CC1(C)[C@@H](N2[C@@H]([C@@H](CO)C2=O)S1(=O)=O)C(O)=O,11300.0,4.96627857861181,IC50,P62593,Beta-lactamase TEM,,"(2S,5R,6S)-6-Hydroxymethyl-3,3-dimethyl-4,4,7-trioxo-4lambda*6*-thia-1-aza-bicyclo[3.2.0]heptane-2-carboxylic acid::CHEMBL24878::Sodium; (2S,5R,6S)-6-hydroxymethyl-3,3-dimethyl-4,4,7-trioxo-4lambda*6*-thia-1-aza-bicyclo[3.2.0]heptane-2-carboxylate",50076672,10230626.0;14980686.0,O=C1CC2N1CCS2(=O)=O
